name,item_code,code,hsncode,is_product_serial
KPHONE 9 KARBONN,1100003,,85171290,1
D1 DETEL,1100004,,85171290,1
D800 DETEL,1100005,,85171290,1
A1 GIONEE  BLACK,1100007,,85171290,1
A1 GIONEE  GREY,1100008,,85171290,1
A1 GIONEE  LITE BLACK,1100009,,85171290,1
A1 GIONEE  LITE GOLD,1100010,,85171290,1
A1 GIONEE  PLUS BLACK,1100011,,85171290,1
A1 GIONEE  PLUS GOLD,1100012,,85171290,1
P5L GIONEE,1100015,,85171290,1
P7 GIONEE  MAX GOLD,1100016,,85171290,1
P7 GIONEE  MAX GREY,1100017,,85171290,1
X1 GIONEE  GOLD,1100019,,85171290,1
HONOR 8 HUAWEI  LITE BLUE,1100025,,85171290,1
HONOR 9I HUAWEI  BLUE,1100027,,85171290,1
HONOR 9I HUAWEI  GOLD,1100028,,85171290,1
HONOR BEE 2 HUAWEI,1100029,,85171290,1
HONOR HOLLY 2+ HUAWEI,1100031,,85171290,1
HONOR HOLLY 3  HUAWEI  GOLD,1100033,,85171290,1
HONOR HOLLY 3  HUAWEI  WHITE,1100034,,85171290,1
HONOR HOLLY 4 HUAWEI,1100036,,85171290,1
HONOR HOLY 4+ HUAWEI  GOLD,1100037,,85171290,1
HONOR HOLY 4+ HUAWEI  GREY,1100038,,85171290,1
HONOR HOLY 4+ HUAWEI  SILVER,1100039,,85171290,1
IBALL SLIDE SNAP 4G2 TAB,1100043,,84713090,1
IPHONE SE 32GB GREY,1100067,,85171290,1
IPHONE SE 32GB ROSE GOLD,1100068,,85171290,1
IPHONE SE 32GB GOLD,1100072,,85171290,1
AQUA LIONS INTEX  4G,1100073,,85171290,1
I1518 ITEL,1100079,,85171290,1
S41 ITEL,1100082,,85171290,1
A1 KARBONN  INDIAN,1100083,,85171290,1
AURA NOTE KARBONN  4G,1100086,,85171290,1
K10 KARBONN,1100088,,85171290,1
K49 KARBONN  ROCK,1100094,,85171290,1
A77 LAVA,1100099,,85171290,1
A97 LAVA  IPS,1100101,,85171290,1
X41 LAVA  PLUS,1100105,,85171290,1
K6 NOTE LENOVO  3GB GOLD,1100109,,85171290,1
K8 NOTE 3GB LENOVO  BLACK,1100114,,85171290,1
K8 NOTE 3GB LENOVO  GOLD,1100115,,85171290,1
H930 LG  V30 PLUS BLACK,1100120,,85171290,1
H930 LG  V30 PLUS SILVER,1100121,,85171290,1
X240I LG  K8 BLACK BLUE,1100130,,85171290,1
X240I LG  K8 GOLD BLACK,1100131,,85171290,1
C1 MICRO MAX  CANVAS 1,1100133,,85171290,1
Q300 MICRO MAX,1100135,,85171290,1
Q402 MICRO MAX BHARATH 2 PLUS,1100138,,85171290,1
Q402 MICRO MAX BHARATH 2 ULTRA,1100139,,85171290,1
Q402+ MICROMAX  BHARAT2+,1100140,,85171290,1
Q4310 MICRO MAX  CANVAS 2,1100143,,85171290,1
Q440 MICRO MAX  BHARATH 4,1100145,,85171290,1
X072 MICRO MAX,1100149,,85171290,1
X097 MICROMAX,1100150,,85171290,1
X328 MICRO MAX,1100153,,85171290,1
X706 MICRO MAX,1100158,,85171290,1
X730 MICRO MAX,1100159,,85171290,1
X920 MICRO MAX,1100163,,85171290,1
X970 MICRO MAX,1100164,,85171290,1
E4 MOTO  GOLD,1100165,,85171290,1
E4 PLUS MOTOROLA  GREY,1100168,,85171290,1
G5 PLUS MOTO  32GB GREY,1100170,,85171290,1
G5S MOTOROLA  GREY,1100172,,85171290,1
G5S MOTOROLA  PLUS,1100173,,85171290,1
MOTO C PLUS  BLACK,1100177,,85171290,1
MOTO C PLUS  GOLD,1100178,,85171290,1
N3 NOKIA  BLUE,1100208,,85171290,1
N3 NOKIA  WHITE,1100210,,85171290,1
A1601 OPPO  F1S 64GB GOLD,1100229,,85171290,1
A1601 OPPO  F1S 64GB GREY,1100230,,85171290,1
A37 OPPO  BLACK,1100231,,85171290,1
A37 OPPO  GOLD,1100232,,85171290,1
A37 OPPO  GREY,1100233,,85171290,1
A57 OPPO  BLACK,1100234,,85171290,1
F3 OPPO  GOLD,1100240,,85171290,1
F5 OPPO  YOUTH BLACK,1100248,,85171290,1
F5 OPPO  YOUTH GOLD,1100249,,85171290,1
ELUGA A3 PRO PANASONIC  GOLD,1100250,,85171290,1
ELUGA A3 PRO PANASONIC  GREY,1100251,,85171290,1
ELUGA A3 PRO PANASON MOCHA GLD,1100252,,85171290,1
ELUGA A4 PANASONIC  GOLD,1100253,,85171290,1
ELUGA A4 PANASONIC  MOCHA GLD,1100254,,85171290,1
ELUGA I9 PANASONIC  GOLD,1100255,,85171290,1
ELUGA I9 PANASONIC  GREY,1100256,,85171290,1
P91 PANASONIC  BLACK,1100261,,85171290,1
P91 PANASONIC  BLUE,1100262,,85171290,1
P99 PANASONIC  GOLD,1100266,,85171290,1
C900F SAMS  GLX C9 PRO BLACK,1100282,,85171290,1
C900F SAMS  GLX C9 PRO GOLD,1100283,,85171290,1
G570FO SAM GLX J5 PRIM 32GBBLK,1100285,,85171290,1
J200G SAMSUNG  GLX J2 WHITE,1100299,,85171290,1
J701F SAMS  GLX J7 NXT BLACK,1100304,,85171290,1
J730G SAMS  GLX J7 PRO BLACK,1100308,,85171290,1
G2199 SONY  XPERIA R1 BLACK,1100320,,85171290,1
G2199 SONY  XPERIA R1 SILVER,1100321,,85171290,1
G2299 SONY XPERIA R1 PLUS BLK,1100322,,85171290,1
G2299 SONY XPERIA R1 PLUS SLV,1100323,,85171290,1
G3116 SONY  XPERIA XA1 BLACK,1100324,,85171290,1
G3226 SONY XPERIA XA1 ULTR BLK,1100325,,85171290,1
G3226 SONY XPERIA XA1 ULTR GLD,1100326,,85171290,1
G3226 SONY XPERIA XA1 ULT WHIT,1100327,,85171290,1
G3416 SONY XPERIA XA1 PLUS BLK,1100328,,85171290,1
G3416 SONY XPERIA XA1 PLUS BLU,1100329,,85171290,1
G3416 SONY XPERIA XA1 PLUS GLD,1100330,,85171290,1
G8142 SONY XPERIA XZ PREM. BLK,1100331,,85171290,1
G8142 SONYXPERIA XZ PREM.CHROM,1100332,,85171290,1
G8232 SONY  XPERIA XZS BLACK,1100333,,85171290,1
G8232 SONY  XPERIA XZS BLUE,1100334,,85171290,1
G8342 SONY  XPERIA XZ1 BLACK,1100335,,85171290,1
H4331 SONY  XPERIA L2 BLACK,1100336,,85171290,1
H4331 SONY  XPERIA L2 GOLD,1100337,,85171290,1
V7 VIVO  BLACK,1100338,,85171290,1
V7 VIVO  BLUE,1100339,,85171290,1
V7 VIVO  PLUS BLACK,1100341,,85171290,1
Y53 VIVO  BLACK,1100344,,85171290,1
Y53 VIVO  GOLD,1100345,,85171290,1
Y55S VIVO  BLACK,1100346,,85171290,1
Y55S VIVO  GOLD,1100347,,85171290,1
Y55S VIVO  GREY,1100348,,85171290,1
Y66 VIVO  BLACK,1100350,,85171290,1
Y69 VIVO  BLACK,1100351,,85171290,1
MI A1 XIAOMI  BLACK,1100353,,85171290,1
MI A1 XIAOMI  GOLD,1100354,,85171290,1
MI A1 XIAOMI  RED,1100355,,85171290,1
REDMI 4 XIAOMI  2GB/16GB BLK,1100356,,85171290,1
REDMI 4 XIAOMI  2GB/16GB GOLD,1100357,,85171290,1
REDMI 4 XIAOMI  3GB/32GB BLK,1100358,,85171290,1
REDMI 4 XIAOMI  3GB/32GB GOLD,1100359,,85171290,1
REDMI 4 XIAOMI  4GB/64GB BLK,1100360,,85171290,1
REDMI 4 XIAOMI  4GB/64GB GOLD,1100361,,85171290,1
REDMI 4A XIAOMI  3GB/32GB GLD,1100362,,85171290,1
REDMI 4A XIAOMI  GOLD,1100363,,85171290,1
REDMI 5A XIAOME  3GB/32GB GLD,1100367,,85171290,1
REDMI 5A XIAOME  3GB/32GB GRY,1100368,,85171290,1
REDMI NOTE3 XIAOME  16GB,1100371,,85171290,1
REDMI NOTE4  4GB/64GB BLU,1100374,,85171290,1
REDMI NOTE4  4GB/64GB GLD,1100375,,85171290,1
REDMI NOTE4  4GB/64GB GRY,1100376,,85171290,1
REDMI Y1 LITE  2GB/16GB GLD,1100377,,85171290,1
REDMI Y1 LITE  2GB/16GB GRY,1100378,,85171290,1
REDMI Y1 LITE  2GB/16GB RGLD,1100379,,85171290,1
REDMI Y1 XIAOMI  3GB/32GB GLD,1100380,,85171290,1
REDMI Y1 XIAOMI  3GB/32GB GRY,1100381,,85171290,1
A730F SAMS  GLX A8 PLUS BLACK,1100383,,85171290,1
DEMO A3 PRO ELUGA PANASONIC,1100389,,85171290,1
DEMO A37 OPPO,1100390,,85171290,1
DEMO G570F GALAXY J5 PRIME,1100393,,85171290,1
DEMO J7 NXT J701FY,1100399,,85171290,1
DEMO P91 PANASONIC,1100405,,85171290,1
DEMO P99 PANASONIC,1100406,,85171290,1
DEMO VIVO V7,1100409,,85171290,1
DEMO VIVO V7 PLUS,1100410,,85171290,1
DEMO VIVO Y53,1100412,,85171290,1
DEMO Y55s VIVO,1100413,,85171290,1
DEMO Y69,1100414,,85171290,1
G611FF SAMS GLX J7 PRIME 2 GLD,1100416,,85171290,1
REDMI NOTE 5  4GB/64GB GLD,1100431,,85171290,1
Lava ARC One Plus,1100432,,85171290,1
KKT PERAL LAVA,1100437,,85171290,1
C329 CELKON,1100438,,85171290,1
LAVA Prime MFG,1100439,,85171290,1
COMBO K49 KARBONN,1100440,,85171290,1
JODI A45 KARBONN  INDIAN,1100445,,85171290,1
JODI K310N KARBONN,1100447,,85171290,1
K105S KARBONN,1100450,,85171290,1
K8 PLUS LENOVO  GOLD,1100452,,85171290,1
5017 WATER 11 LYF,1100453,,85171290,1
VS MATE VIDEOCON,1100455,,85171290,1
A71 OPPO  BLUE,1100458,,85171290,1
COMBO X751 MICRO MAX,1100459,,85171290,1
COMBO X920 MICRO MAX,1100460,,85171290,1
DEMO J210FY J2 PRO,1100461,,85171290,1
S108 SKYWIN,1100462,,85171290,1
JODI X372 MICRO MAX,1100467,,85171290,1
A44 ITEL  RED,1100470,,85171290,1
DEMO LAVA A44,1100472,,85171290,1
C205 CELKON,1100482,,85171290,1
JODI Q402 MICROMAX BRTH2 ULTRA,1100492,,85171290,1
DEMO J701FY J7 NXT 32GB,1100506,,85171290,1
C1 CELKON,1100508,,85171290,1
C225 CELKON,1100509,,85171290,1
DEMO GIONEE P5L,1100510,,85171290,1
K8 PLUS LENOVO  BLACK,1100515,,85171290,1
Z50 LAVA,1100521,,85171290,1
DEMO G3116 SONY XA1,1100525,,85171290,1
DEMO G3226 SONY XAI ULTRA,1100526,,85171290,1
DEMO G570FO J5 PRIME 32GB,1100528,,85171290,1
DEMO G8232 SONY XZS,1100531,,85171290,1
DEMO G8342 SONY  XPERIA XZ1,1100532,,85171290,1
DEMO M7 POWER,1100539,,85171290,1
DEMO MOTO C,1100540,,85171290,1
DEMO MOTO C+,1100541,,85171290,1
DEMO MOTO E4,1100542,,85171290,1
DEMO MOTO E4+,1100543,,85171290,1
V5 VIVO  DUAL GOLD,1100580,,85171290,1
C108 CELKON,1100591,,85171290,1
C3752 SAMSUNG METRO DUOS,1100597,,85171290,1
C422 CELKON,1100598,,85171290,1
JODI 5002 WATER1 LYF,1100619,,85171290,1
JODI KCHAMP 3 KARBONN,1100620,,85171290,1
K232 KARBONN,1100624,,85171290,1
KCHAMP 2 KARBONN,1100625,,85171290,1
REDMI NOTE4  3GB/32GB BLK,1100630,,85171290,1
COMBO C419+C319 CELKON,1100636,,85171290,1
COMBO I1518 ITEL,1100637,,85171290,1
A44 ITEL  ROSEGOLD,1100638,,85171290,1
C230 CELKON,1100642,,85171290,1
CUG A112 CELKON,1100644,,85171290,1
DIAMOND U CELKON,1100645,,85171290,1
REDMI NOTE 5 3GB/32GB BLU,1100648,,85171290,1
UFEEL CELKON  4G,1100649,,85171290,1
REDMI NOTE 5   3GB/32GB RGLD,1100651,,85171290,1
REDMI NOTE 5   4GB/64GB RGLD,1100654,,85171290,1
C77 CELKON,1100655,,85171290,1
COMBO ARC 105 LAVA,1100656,,85171290,1
JODI Q402 MICRO MAX BHARATH 2+,1100657,,85171290,1
REDMI 5A XIAOME  3GB/32GB BLU,1100659,,85171290,1
X276 MICRO MAX,1100660,,85171290,1
C459 LYF,1100667,,85171290,1
COMBO X740 MICRO MAX,1100669,,85171290,1
JODI IT2180 ITEL,1100672,,85171290,1
DEMO GIONEE F103 PRO,1100676,,85171290,1
C344 CELKON,1100679,,85171290,1
C6 CELKON  STAR,1100680,,85171290,1
DEMO A510F GALAXY A5,1100681,,85171290,1
DEMO G610F J7 PRIME,1100682,,85171290,1
DEMO HTC 10 PRO,1100685,,85171290,1
DEMO Y31L VIVO,1100687,,85171290,1
DEMO MI MIX2,1100690,,85171290,1
JODI K99 KARBONN  ROCK,1100691,,85171290,1
X103I MICRO MAX,1100696,,85171290,1
JODI K57 KARBONN  PLUS,1100700,,85171290,1
A97 LAVA,1100704,,85171290,1
ARC DEZIRE LAVA,1100705,,85171290,1
ARC GRAND 2 LAVA,1100706,,85171290,1
COMBO CAPTAIN LAVA  N1,1100708,,85171290,1
DEMO E5563 XPERIA C5 ULTRA,1100709,,85171290,1
DEMO H791 LG NEXUS 5X,1100710,,85171290,1
K9 KARBONN  SMART 4G,1100711,,85171290,1
KKT UNO 2 LAVA,1100712,,85171290,1
Q4G CELKON  PLUS,1100715,,85171290,1
X601 MICRO MAX  GB,1100716,,85171290,1
X770 MICRO MAX,1100717,,85171290,1
1200 NOKIA,1100719,,85171290,1
6085 NOKIA,1100720,,85171290,1
LG2650 RELIANCE,1100721,,85171290,1
JODI N100 NOKIA,1100724,,85171290,1
JODI C345 CELKON,1100730,,85171290,1
G570F SAMS  GLX J5 PRIME GOLD,1100731,,85171290,1
JODI Q4202 MICRO MAX  VDEO 3,1100735,,85171290,1
A35K CELKON  2GB,1100739,,85171290,1
A97 LAVA  2GB,1100740,,85171290,1
C5050 4GB CELKON,1100741,,85171290,1
IRIS ATOM X LAVA,1100742,,85171290,1
A76 LAVA  PLUS,1100744,,85171290,1
C3303i SAMSUNG  CHAMP,1100745,,85171290,1
S7582 SAMS GLX S DUOS 2 WHITE,1100746,,85171290,1
X1800 MICRO MAX  JOY,1100747,,85171290,1
C2-01 NOKIA,1100748,,85171290,1
I-X10-E10i SONY ERICSSON MINI,1100749,,85171290,1
JODI A1 KARBONN  INDIAN,1100750,,85171290,1
K110I KARBONN,1100753,,85171290,1
K34 KARBONN  STAR,1100754,,85171290,1
A6000 LENOVO,1100756,,85171290,1
COMBO E3 EDGE,1100759,,85171290,1
COMBO K26 KARBONN,1100760,,85171290,1
CUG A107 CELKON,1100761,,85171290,1
DEMO K520 LG G4 STYLUS 2,1100765,,85171290,1
IRIS X8 LAVA,1100771,,85171290,1
JODI 5017 WATER 11 LYF,1100772,,85171290,1
JODI E3 EDGE,1100773,,85171290,1
JODI K26 KARBONN,1100774,,85171290,1
JODI KPHONE 9 KARBONN,1100775,,85171290,1
AAP01 LENOVO,1100784,,85171290,1
COMBO K232 KARBONN,1100788,,85171290,1
COMBO K9 KARBONN,1100789,,85171290,1
COMBO SPARK I7 LAVA,1100790,,85171290,1
COMBO X803 MICRO MAX,1100791,,85171290,1
DEMO A520F GALAXY A5 2017,1100793,,85171290,1
DEMO IVORYS LAVA TAB,1100798,,84713090,1
G532G SAMS  GLX J2 ACE BLACK,1100802,,85171290,1
G532G SAMS  GLX J2 ACE SILVER,1100803,,85171290,1
J700F SAMSUNG  GLX J7 BLACK,1100805,,85171290,1
K150 KARBONN,1100807,,85171290,1
P7 GIONEE  GOLD,1100809,,85171290,1
REDMI 5 XIAOMI  2GB/16GB BLK,1100810,,85171290,1
REDMI 5 XIAOMI  2GB/16GB BLUE,1100811,,85171290,1
S6S GIONEE  GOLD,1100812,,85171290,1
V5S VIVO  BLUE,1100814,,85171290,1
C343 CELKON,1100816,,85171290,1
K106 KARBONN  PLUS,1100817,,85171290,1
DEMO I9500 SAMSUNG GALAXY S4,1100818,,85171290,1
C6  CELKON,1100821,,85171290,1
G531F SAM GLX GRAND PRIM 4GBLK,1100823,,85171290,1
C250 CELKON,1100825,,85171290,1
JODI LEGEND 2.4 KARBONN,1100826,,85171290,1
C35 CELKON  JUMBO,1100832,,85171290,1
G316HU SAM GLX S DUOS3 VE WHIT,1100833,,85171290,1
KPHONE 2 KARBONN,1100835,,85171290,1
X274 MICRO MAX,1100836,,85171290,1
E2363 SONY XPERIA M4 AQUA WHIT,1100837,,85171290,1
K310 KARBONN,1100838,,85171290,1
K343 KARBONN,1100839,,85171290,1
X551 MICRO MAX,1100840,,85171290,1
E1081 SAMSUNG,1100841,,85171290,1
X222 MICRO MAX,1100844,,85171290,1
X085 MICRO MAX,1100846,,85171290,1
C70MM CELKON,1100847,,85171290,1
JODI Q4101 MICRO MAX  VDEO 2,1100848,,85171290,1
V5S VIVO  GOLD,1100850,,85171290,1
C359 CELKON,1100851,,85171290,1
I-W150i SONYERICSSON  YENDO,1100852,,85171290,1
KPHONE 1 KARBONN,1100853,,85171290,1
S7262 SAMS GLX STAR PRO WHITE,1100854,,85171290,1
V5 VIVO  DUAL PLUS GOLD,1100856,,85171290,1
C2-00 NOKIA DUAL,1100857,,85171290,1
C22 CELKON  PLUS,1100858,,85171290,1
C5050i CELKON,1100859,,85171290,1
C88 CELKON,1100860,,85171290,1
JODI K113 KARBON  PLUS,1100861,,85171290,1
JODI X243 MICRO MAX,1100862,,85171290,1
X234 PLUS MICRO MAX,1100863,,85171290,1
I-X8-E15i SONY ERICSON SHAKIRA,1100864,,85171290,1
I-E2550 SAMSUNG MOBLE,1100865,,85171290,1
C349I CELKON,1100866,,85171290,1
A62 MICRO MAX,1100876,,85171290,1
C10  CELKON,1100877,,85171290,1
S7392 SAMSUNG  GALAXY TREND,1100878,,85171290,1
A107 MICRO MAX  CANVAS FIRE 4,1100879,,85171290,1
REDMI 5 XIAOMI  2GB/16GB GOLD,1100881,,85171290,1
E2152 SAMSUNG  DUAL 1GB,1100882,,85171290,1
A6010 LENOVO,1100884,,85171290,1
N222 NOKIA DUAL WHITE,1100886,,85171290,1
JODI Q424 MICROMAX BOLT SELFIE,1100888,,85171290,1
DEMO H930 LG V30+,1100891,,85171290,1
I-GT350 LG,1100893,,85171290,1
K63 KARBONN  PLUS,1100894,,85171290,1
LG3630 RELIANCE,1100895,,85171290,1
DEMO F3116 SONY XA,1100897,,85171290,1
G360H SAMS GLX CORE PRIME BLK,1100898,,85171290,1
J120G SAMS  GLX J1 4G WHITE,1100902,,85171290,1
C340 CELKON,1100904,,85171290,1
4008 FLAME 7S LYF,1100906,,85171290,1
4503 FLAME1 LYF,1100907,,85171290,1
B339 SAMSUNG  CDMA,1100908,,85171290,1
C101 CELKON,1100909,,85171290,1
COMBO X424 MICRO MAX,1100911,,85171290,1
F400 SAMSUNG,1100912,,85171290,1
REDMI 5 XIAOMI  3GB/32GB GOLD,1100930,,85171290,1
REDMI NOTE 5  4GB/64GB BLU,1100945,,85171290,1
A1000 LENOVO,1100949,,85171290,1
REDMI 5A XIAOME 3GB/32GB RGLD,1100963,,85171290,1
Y71 VIVO  GOLD,1100983,,85171290,1
LAVA KKT- Pearl- FM,1100987,,85171290,1
HTC ULTRA U  BLUE,1100990,,85171290,1
JODI Q4601 MICROMAX CNV SELFI,1100995,,85171290,1
V9 VIVO   BLUE,1101000,,85171290,1
J210F SAMSUNG  GLX J2 SILVER,1101029,,85171290,1
DEMO Y71i VIVO,1101067,,85171290,1
K9 KARBONN  SMART,1101124,,85171290,1
G965FH GLX S9 + 256GB PURPLE,1101142,,85171290,1
G960FH GALAXY S9 256GB BLUE,1101144,,85171290,1
G960FH GALAXY S9 256GB PURPLE,1101145,,85171290,1
DEMO Z91 LAVA,1101178,,85171290,1
ARC ONE LAVA,1101184,,85171290,1
REDMI 5 2GB/16GB ROSEGOLD,1101195,,85171290,1
REDMI 5 3GB/32GB BLUE,1101196,,85171290,1
REDMI 5 4GB/64GB ROSEGOLD,1101197,,85171290,1
A44 ITEL MOBILE GOLD,1101217,,85171290,1
DEMO G960 GALAXY S9,1101228,,85171290,1
CUG C9 PRO,1101229,,85171290,1
C345 CELKON MOBILE,1101231,,85171290,1
C419+C319 CELKON MOBILE,1101232,,85171290,1
C9  CUG MOBILE,1101234,,85171290,1
TURBO S5 INTEX MOBILE,1101240,,85171290,1
K113 KARBON MOBILE PLUS,1101248,,85171290,1
K57 KARBONN MOBILE PLUS,1101249,,85171290,1
LEGEND 2.4 KARBONN MOBILE,1101250,,85171290,1
CAPTAIN LAVA MOBILE 4I,1101251,,85171290,1
X243 MICRO MAX,1101256,,85171290,1
X264 MICRO MAX,1101257,,85171290,1
X603 MICRO MAX,1101258,,85171290,1
N100 NOKIA,1101260,,85171290,1
V1390 VIDEOCON MOBILE,1101271,,85171290,1
V1477 VIDEOCON MOBILE,1101272,,85171290,1
V1RA VIDEOCON MOBILE,1101273,,85171290,1
V40HD1 VIDEOCON MOBILE,1101274,,85171290,1
SWIPE SLICE 3G TAB,1101275,,84713090,1
OFFER S160 RELIANCE,1101280,,85171290,1
DEMO SPICE V801,1101327,,85171290,1
DEMO LAVA Z91,1101328,,85171290,1
DEMO ITEL A41+,1101333,,85171290,1
DEMO Q4311 SELFIE 2,1101337,,85171290,1
K140 KARBONN ,1101355,,85171290,1
REDMI NOTE 6PRO 4GB/64GB BLUE,1101413,,85171290,1
REDMI NOTE 6PRO 4GB/64GB RED,1101414,,85171290,1
Y81I VIVO  GOLD,1101415,,85171290,1
Y81I VIVO MOBILE BLACK,1101416,,85171290,1
N106 NOKIA DUAL GREY,1101417,,85171290,1
Y93 VIVO 4GB/32GB PURPLE,1101418,,85171290,1
Y93 VIVO 4GB/32GB BLACK,1101419,,85171290,1
N8.1 NOKIA MOBILE 4GB/64GB BLUE,1101420,,85171290,1
N8.1 NOKIA MOBILE 4GB/64GB IRON,1101421,,85171290,1
IPHONE 6S 32GB SILVER,1101422,,85171290,1
IPAD 6TH GEN WIFI 32GB GOLD,1101423,,84713090,1
IPHONE 7 PLUS 128GB SILVER,1101424,,85171290,1
K FLIP KARBONN ,1101425,,85171290,1
NOKIA 6.1 4GB/64GB PLUS BLACK,1101426,,85171290,1
NOKIA 6.1 4GB/64GB PLUS BLUE,1101427,,85171290,1
NOKIA 6.1 4GB/64GB PLUS WHITE,1101428,,85171290,1
R8 ROX,1101429,,85171290,1
REDMI NOTE 6 PRO 4GB/64GB RGLD,1101430,,85171290,1
Y93 VIVO  3GB/64GB BLACK,1101431,,85171290,1
